Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
22/02/2024,Research And Development Expenditure,Dsit - Digital And Technology Group - Dsit - Security And Online Harms,Perspective Economics Ltd,572729,52462.5,Dsit - Technology Team-research And Development Expenditure,Bt1 2be,Vendor
16/02/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Ncc Group Security Services Ltd,561070,63750,Dsit - Diversification Strategy Prog-consultancy Expenditure,M3 3aq,Vendor
12/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,University Of Surrey,567848,1684193.09,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Gu2 7xh,Vendor
01/02/2024,Capital Grants To Local Government,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,West Sussex County Council,567857,57150,Dsit - 5g Adoption R&D-capital Grants To Local Government,Po19 1rq,Grant
05/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Awtg Ltd,568499,272882.57,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,W3 7sr,Grant
05/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Telet Research (Ni) Ltd,568541,481481.57,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Sw1p 3rx,Grant
08/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Dense Air Ltd,569546,242908.03,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Sl7 1ey,Grant
13/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Awtg Ltd,570442,649653.04,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,W3 7sr,Grant
14/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Digital Catapult Services Ltd,570748,336066.92,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Nw1 2ra,Vendor
19/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Telecom Infra Project Inc,571088,421676.39,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,01880,Grant
16/02/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Ncc Group Security Services Ltd,571350,31875,Dsit - Diversification Strategy Prog-consultancy Expenditure,M3 3aq,Vendor
20/02/2024,Capital Grants To Local Government,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Coventry City Council,572031,100000,Dsit - Streetworks Trials R&D-capital Grants To Local Government,Cv1 5rr,Wga Only
27/02/2024,Capital Grants To Local Government,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Cumberland Council,574021,1053721.76,Dsit - 5g Adoption R&D-capital Grants To Local Government,Ca1 1rd,Grant
29/02/2024,Capital Grants To Local Government,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,West Midlands Combined Authority,574155,627379.8,Dsit - 5g Adoption R&D-capital Grants To Local Government,B19 3sd,Grant
27/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Nec Europe Ltd,574179,288430.74,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,Ha4 6qe,Grant
27/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Parallel Wireless Uk Ltd,574180,163752.48,Dsit - Future Networks R&D Capital Grants-capital Grants To Private Sector - Companies,Gu47 0qa,Grant
29/02/2024,Capital Grants To Private Sector - Companies,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Telet Research (Ni) Ltd,574615,556417.1,Dsit- Onp-one-open Networks Ecosystem-capital Grants To Private Sector - Companies,Sw1p 3rx,Grant
28/02/2024,Capital Grants To Local Government,Dsit - Digital And Technology Group - Dsit - Digital Infrastructure,Shropshire Council,574825,1135744,Dsit - 5g Adoption R&D-capital Grants To Local Government,Sy2 6nd,Wga Only
01/02/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Engineering And Physical Sciences Research Council,566722,1500000,Dsit - Epsrc Financing-grant-in-aid To Arms Length Bodies,Sn2 1ff,Vendor
01/02/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Engineering And Physical Sciences Research Council,566723,190000000,Dsit - Epsrc Financing-grant-in-aid To Arms Length Bodies,Sn2 1et,Vendor
01/02/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Engineering And Physical Sciences Research Council,566724,90000000,Dsit - Epsrc Financing-grant-in-aid To Arms Length Bodies,Sn2 1et,Vendor
01/02/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Medical Research Council,566725,36000000,Dsit - Mrc Financing-grant-in-aid To Arms Length Bodies,W1n 4al,Wga Only
01/02/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Biotechnology And Biological Science Research Council,566726,10000000,Dsit - Research Councils Pension Scheme (Bbsrc) - Grant-grant-in-aid To Arms Length Bodies,Sn2 1uh,Wga Only
01/02/2024,Grant-in-aid To Arms Length Bodies,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Ukri - Biotechnology And Biological Science Research Council,566730,22000000,Dsit - Bbsrc Financing-grant-in-aid To Arms Length Bodies,Sn2 1ff,Wga Only
29/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,568583,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
14/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,568781,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
15/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,569240,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
14/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,569241,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
14/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,569243,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
08/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,569246,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Ec3a 5af,Vendor
14/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,569528,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Rg12 1rd,Vendor
15/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Dell Corporation Ltd,569531,51467.4,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Rg12 1rd,Vendor
12/02/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,Perspective Economics Ltd,570193,27913,Dsit - Generic Nrf Admin & Research-consultancy Expenditure,Bt1 2be,Vendor
21/02/2024,Consultancy Expenditure,Dsit - Digital And Technology Group - Dsit - International,Silicon Catalyst Uk Ltd,572487,56679.6,Dsit - Economic Security Programme-consultancy Expenditure,Sw1p 2pn,Vendor
29/02/2024,Clearing Account   - Cost - Computer Equipment,Dsit - Corporate Services - Dsit - Ics Recharges,Bechtle Ltd,572713,209403,Dsit - Digital Infrastructure And Maintenance-clearing Account   - Cost - Computer Equipment,Sn14 0gf,Vendor
29/02/2024,Marketing And Media,Dsit - Corporate Services - Dsit - Communications,Ipsos (Market Research) Ltd,574584,40080,Dsit - Corporate Services Admin-marketing And Media,E1w 1yw,Vendor
09/02/2024,Library Services,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Business Funding Research Ltd T/A Beauhurst,569800,28800,Dsit - Ols: Sponsorship-library Services,Mk44 3ql,Vendor
14/02/2024,Other Goods/Services,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Department For Energy Security And Net Zero (Desnz),570062,205942.8,Dsit - Devolved Admin-other Goods/Services,Sw1h 0et,Vendor
14/02/2024,Other Goods/Services,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Department For Energy Security And Net Zero (Desnz),570197,53168.4,Dsit - Devolved Admin-other Goods/Services,Sw1h 0et,Vendor
21/02/2024,Other Goods/Services,"Dsit - Science, Innovation And Growth - Dsit - Office For Life Sciences",Kindeva Drug Delivery Ltd,572420,394097.85,Dsit - Devolved Admin-other Goods/Services,Le11 5hp,Grant
21/02/2024,Other Professional Services,Dsit - Digital And Technology Group - Dsit - Responsible Technology Adoption Unit,C M Monitor (Britain Thinks) Ltd T/A Thinks Insight And Strategy,572486,62415,Dsit - Devolved Admin-other Professional Services,Wc2r 1la,Vendor
05/02/2024,Grant-in-aid To Arms Length Bodies,Dsit - Digital And Technology Group - Dsit - Data Policy,Information Commissioners Office,568779,542135,Dsit - Ico Grant In Aid Funding-grant-in-aid To Arms Length Bodies,Sk9 5af,Vendor
22/02/2024,Membership Of Organisations,Dsit - Digital And Technology Group - Dsit - International,Etsi,571966,121768.3,Dsit - Generic Nrf Admin Digital Economy-membership Of Organisations,06560,Vendor
07/02/2024,R & D Outsourced Other,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Technopolis Ltd,558231,40000,Dsit - Sig Strategic Analysis And Economic Research-r & D Outsourced Other,Bn1 1ee,Vendor
01/02/2024,Economic Consultancy & Research,"Dsit - Science, Innovation And Growth - Dsit - Science, Research And Innovation",Oecd (Organisation For Economic Co-operation And Development),567622,35496.42,Dsit - Devolved Admin-economic Consultancy & Research,75775,Vendor
01/02/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,567855,29851.2,Dsit - Corporate Services Admin-other Professional Services,Kt8 9ju,Vendor
01/02/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,567860,172303.2,Dsit - Corporate Services Admin-other Professional Services,Kt8 9ju,Vendor
01/02/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Veran Performance Ltd,567870,113553.38,Dsit - Corporate Services Admin-other Professional Services,Kt8 9ju,Vendor
05/02/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Investigo Ltd,568548,138900,Dsit - Corporate Services Admin-other Professional Services,Ec2m 2qs,Vendor
05/02/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Investigo Ltd,568550,97440,Dsit - Corporate Services Admin-other Professional Services,Ec2m 2qs,Vendor
08/02/2024,Other Professional Services,Dsit - Corporate Services - Dsit - Matrix Directorate,Cabinet Office,569525,95316,Dsit - Corporate Services Admin-other Professional Services,Np10 8fz,Wga Only
22/02/2024,Ppm Consultancy,Dsit - Corporate Services - Dsit - Matrix Directorate,Ernst And Young Llp,572723,103851,Dsit - Corporate Services Admin-ppm Consultancy,Se1 2af,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567580,166666.67,Dsit - Nms - Net Zero-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567581,1110500,Dsit - Nms - Npl Cross Sector-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567583,1576750,Dsit - Nms - Npl Life Sciences And Health-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567584,934549.12,Dsit - Npl National Timing Centre-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567585,428012.69,Dsit - Npl - Quantum Test And Eval-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567588,1471083.33,Dsit - Nms - Npl Advanced Manufacturing-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567590,1295666.67,Dsit - Nms - Npl Digital-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567592,1491000,Dsit - Nms - Npl Energy And Environment-r&D Laboratory Services,Tw11 0lw,Vendor
02/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,567632,129163,Dsit - Nms - Net Zero-r&D Laboratory Services,G75 0qf,Vendor
02/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,567634,495780,Dsit - Nms Flow Programme At Nel-r&D Laboratory Services,G75 0qf,Vendor
02/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Tuv Sud Ltd,567635,34000,Dsit - Nms Flow Programme At Nel-r&D Laboratory Services,G75 0qf,Vendor
15/02/2024,Capital Grants To Public Corporations (Pcs),"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567646,33244.88,Dsit - Npl - Quantum Test And Eval-capital Grants To Public Corporations (Pcs),Tw11 0lw,Vendor
15/02/2024,Capital Grants To Public Corporations (Pcs),"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,567646,506252.58,Dsit - Npl - Quantum Test And Eval-capital Grants To Public Corporations (Pcs),Tw11 0lw,Vendor
02/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,568121,730180,Dsit - Nms Programme For Chemical & Biological Metrology At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
02/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,568122,148298,Dsit - Nms Government Chemist Programme At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
06/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,568481,27000,Dsit - Nms - Npl Energy And Environment-r&D Laboratory Services,Tw11 0lw,Vendor
06/02/2024,R & D Outsourced Other,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,568768,643018.45,Dsit - Met Office - Copernicus Alternatives Spend-r & D Outsourced Other,Ex1 3pb,Wga Only
06/02/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,568841,9375416.67,Dsit - Public Weather Service: Contract-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
06/02/2024,R & D Research And Development Expenditure,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,568856,3884506.37,Dsit - Met Office - Supercomputer R&D-r & D Research And Development Expenditure,Ex1 3pb,Wga Only
06/02/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,569194,247500,Dsit - Space Weather Service-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
07/02/2024,R & D Technical Advice/Services And Support,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Met Office,569276,1765750,Dsit - Hadley Centre-r & D Technical Advice/Services And Support,Ex1 3pb,Wga Only
15/02/2024,Nca - Additions - Other Loans - Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,571039,510470.26,Dsit - Nms Npl Funding Activities-nca - Additions - Other Loans - Public Corporations,Tw11 0lw,Vendor
20/02/2024,Clearing Account - Cost - Assets Under Construction - Freehold Building,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,571859,1255089.48,Dsit - Nms - Npl Buildings And Infrastructre (Sci-ringfence)-Clearing Account - Cost - Assets Under Construction - Freehold Building,Tw11 0lw,Vendor
26/02/2024,R & D International Subscriptions,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",International Organization Of Legal Metrology,572018,50867.57,Dsit - Nms International Subscriptions-r & D International Subscriptions,F-75009,Vendor
23/02/2024,R&D Rentals Under Non-pfi Leases Exempt From Ifrs 16,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Royal Parks,572455,26282.56,Dsit - Nms Estate Costs-r&D Rentals Under Non-pfi Leases Exempt From Ifrs 16,W2 2uh,Wga Only
23/02/2024,R&D Rentals Under Non-pfi Leases Exempt From Ifrs 16,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",The Royal Parks,572456,36200.66,Dsit - Nms Estate Costs-r&D Rentals Under Non-pfi Leases Exempt From Ifrs 16,W2 2uh,Wga Only
29/02/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,574654,889531.35,Dsit - Npl National Timing Centre-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
29/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,574655,149923.43,Dsit - Npl - Quantum Hub & Quantum Test-r&D Laboratory Services,Tw11 0lw,Vendor
29/02/2024,Capital Grants To Public Corporations (Pcs),"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,574657,56100,Dsit - Npl - Quantum Test And Eval-capital Grants To Public Corporations (Pcs),Tw11 0lw,Vendor
29/02/2024,Capital Grants To Public Corporations (Pcs),"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,574658,41201.61,Dsit - Npl - Quantum Test And Eval-capital Grants To Public Corporations (Pcs),Tw11 0lw,Vendor
29/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,574659,456013.92,Dsit - Npl - Quantum Test And Eval-r&D Laboratory Services,Tw11 0lw,Vendor
29/02/2024,R&D Current Grants To Public Corporations,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Npl Management Ltd,574660,39519,Dsit - Npl - Fec Pressure - Npif-r&D Current Grants To Public Corporations,Tw11 0lw,Vendor
29/02/2024,R&D Laboratory Services,"Dsit - Science, Innovation And Growth - Dsit - International Research And Innovation Directorate",Lgc Ltd,575168,148298,Dsit - Nms Government Chemist Programme At Lgc-r&D Laboratory Services,Tw11 0ly,Grant
01/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Mhra -  Medicines And Healthcare Products Regulatory Agency,567919,26921.52,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,E14 4pu,Wga Only
02/02/2024,R & D Current Grants To Central Government,"Dsit - Science, Innovation And Growth - Dsit - Technology And Innovation Regulation",Plymouth City Council,568151,64614.94,Dsit - Bre - Regulators Pioneer Fund-r & D Current Grants To Central Government,Pl1 3bj,Wga Only
